"id";"sn";"fn";"ln";"no";"ps";"nt";"db";"ag";"ht";"ap";"go";"ci";"cb";"cn"
"576";"107260";"Eriksson";"Magnus";"Eriksson";"7";"3";"SWE";1990-04-08;"24";NA;"7";"1";"50152";"Malmö";"SWE"
"577";"250013469";"Forsberg";"Emil";"Forsberg";"33";"3";"SWE";1991-10-23;"22";NA;"8";"2";"50152";"Malmö";"SWE"
"578";"59539";"Halsti";"Markus";"Halsti";"6";"3";"FIN";1984-03-19;"30";"148";"8";"0";"50152";"Malmö";"SWE"
"579";"250055910";"Hammar";"Johan";"Hammar";"18";"2";"SWE";1994-02-22;"20";NA;"3";"0";"50152";"Malmö";"SWE"
"580";"250034742";"Helander";"Filip";"Helander";"4";"2";"SWE";1993-04-22;"21";NA;"6";"0";"50152";"Malmö";"SWE"
"581";"250059469";"E. Johansson";"Erik";"Johansson";"21";"2";"SWE";1988-12-30;"25";NA;"7";"0";"50152";"Malmö";"SWE"
"582";"250040945";"P. Johansson";"Piotr";"Johansson";"35";"3";"SWE";1995-02-28;"19";NA;"1";"0";"50152";"Malmö";"SWE"
"583";"250064624";"Konate";"Pa";"Konate";"32";"2";"SWE";1994-04-25;"20";NA;"2";"0";"50152";"Malmö";"SWE"
"584";"250034743";"Kroon";"Simon";"Kroon";"14";"3";"SWE";1993-06-16;"21";NA;"6";"0";"50152";"Malmö";"SWE"
"585";"250000110";"Mehmeti";"Agon";"Mehmeti";"26";"4";"SWE";1989-11-20;"24";"183";"4";"0";"50152";"Malmö";"SWE"
"586";"250055310";"Mohlin";"Sixten";"Mohlin";"16";"1";"SWE";1996-01-17;"18";NA;"0";"0";"50152";"Malmö";"SWE"
"587";"250012745";"Nazari";"Amin";"Nazari";"22";"3";"SWE";1993-04-26;"21";NA;"3";"0";"50152";"Malmö";"SWE"
"588";"250049713";"Olsen";"Robin";"Olsen";"25";"1";"DEN";1990-01-08;"24";NA;"8";"0";"50152";"Malmö";"SWE"
"589";"250058142";"Rakip";"Erdal";"Rakip";"31";"3";"SWE";1996-02-19;"18";NA;"3";"0";"50152";"Malmö";"SWE"
"590";"250029759";"Ricardinho";"";"Ricardinho";"20";"2";"BRA";1984-09-09;"30";"168";"6";"0";"50152";"Malmö";"SWE"
"591";"70390";"Rosenberg";"Markus";"Rosenberg";"9";"4";"SWE";1982-09-27;"32";"185";"8";"6";"50152";"Malmö";"SWE"
"592";"250066438";"Thelin";"Isaac";"Thelin";"24";"4";"SWE";1992-06-24;"22";NA;"8";"2";"50152";"Malmö";"SWE"
"593";"250029764";"Thern";"Simon";"Thern";"11";"3";"SWE";1992-09-18;"22";NA;"0";"0";"50152";"Malmö";"SWE"
"594";"250037611";"Tinnerholm";"Anton";"Tinnerholm";"3";"2";"SWE";1991-02-26;"23";NA;"6";"0";"50152";"Malmö";"SWE"
"595";"250042691";"Akpom";"Chuba";"Akpom";"38";"4";"ENG";1995-10-09;"18";NA;"0";"0";"52280";"Arsenal";"ENG"
"596";"250003528";"Alexis Sánchez";"";"Alexis Sánchez";"17";"4";"CHI";1988-12-19;"25";"169";"4";"2";"52280";"Arsenal";"ENG"
"597";"48233";"Arteta";"Mikel";"Arteta";"8";"3";"ESP";1982-03-26;"32";"175";"2";"0";"52280";"Arsenal";"ENG"
"598";"250047082";"Bellerín";"Héctor";"Bellerín";"39";"2";"ESP";1995-03-19;"19";NA;"1";"0";"52280";"Arsenal";"ENG"
"599";"250039158";"Campbell";"Joel";"Campbell";"28";"4";"CRC";1992-06-26;"22";"178";"0";"0";"52280";"Arsenal";"ENG"
"600";"250047102";"Chambers";"Calum";"Chambers";"21";"2";"ENG";1995-01-20;"19";NA;"3";"0";"52280";"Arsenal";"ENG"
"601";"1909628";"Coquelin";"Francis";"Coquelin";"34";"3";"FRA";1991-05-13;"23";"178";"0";"0";"52280";"Arsenal";"ENG"
"602";"69160";"Debuchy";"Mathieu";"Debuchy";"2";"2";"FRA";1985-07-28;"29";"177";"2";"0";"52280";"Arsenal";"ENG"
"603";"95416";"Diaby";"Abou";"Diaby";"24";"3";"FRA";1986-05-11;"28";"192";"0";"0";"52280";"Arsenal";"ENG"
"604";"72430";"Flamini";"Mathieu";"Flamini";"20";"3";"FRA";1984-03-07;"30";"176";"3";"0";"52280";"Arsenal";"ENG"
"605";"1905136";"Gibbs";"Kieran";"Gibbs";"3";"2";"ENG";1989-09-26;"25";"178";"2";"0";"52280";"Arsenal";"ENG"
"606";"250042696";"Hayden";"Isaac";"Hayden";"42";"2";"ENG";1995-03-22;"19";NA;"0";"0";"52280";"Arsenal";"ENG"
"607";"250064352";"Huddart";"Ryan";"Huddart";"43";"1";"ENG";1997-03-06;"17";NA;"0";"0";"52280";"Arsenal";"ENG"
"608";"250064351";"Iwobi";"Alex";"Iwobi";"45";"4";"ENG";1996-05-03;"18";NA;"0";"0";"52280";"Arsenal";"ENG"
"609";"250047107";"Jebb";"Jack";"Jebb";"46";"3";"ENG";1995-09-11;"19";NA;"0";"0";"52280";"Arsenal";"ENG"
"610";"250056954";"Kamara";"Glen";"Kamara";"47";"3";"FIN";1995-10-28;"18";NA;"0";"0";"52280";"Arsenal";"ENG"
"611";"250018623";"Koscielny";"Laurent";"Koscielny";"6";"2";"FRA";1985-09-10;"29";"186";"4";"0";"52280";"Arsenal";"ENG"
"612";"250026721";"Martínez";"Damián";"Martínez";"26";"1";"ARG";1992-09-02;"22";NA;"0";"0";"52280";"Arsenal";"ENG"
"613";"97575";"Mertesacker";"Per";"Mertesacker";"4";"2";"GER";1984-09-29;"30";"198";"3";"0";"52280";"Arsenal";"ENG"
"614";"99092";"Monreal";"Nacho";"Monreal";"18";"2";"ESP";1986-02-26;"28";"178";"2";"0";"52280";"Arsenal";"ENG"
"615";"250064349";"Taf. Moore";"Tafari";"Moore";"52";"2";"ENG";1997-07-05;"17";NA;"0";"0";"52280";"Arsenal";"ENG"
"616";"250057688";"Ormonde-Ottewill";"Brandon";"Ormonde-Ottewill";"54";"2";"ENG";1995-12-21;"18";NA;"0";"0";"52280";"Arsenal";"ENG"
"617";"250034526";"Ospina";"David";"Ospina";"13";"1";"COL";1988-08-31;"26";NA;"1";"0";"52280";"Arsenal";"ENG"
"618";"250021048";"Oxlade-Chamberlain";"Alex";"Oxlade-Chamberlain";"15";"3";"ENG";1993-08-15;"21";"180";"4";"0";"52280";"Arsenal";"ENG"
"619";"103697";"Özil";"Mesut";"Özil";"11";"3";"GER";1988-10-15;"25";"182";"3";"0";"52280";"Arsenal";"ENG"
"620";"62594";"Podolski";"Lukas";"Podolski";"9";"4";"GER";1985-06-04;"29";"182";"1";"0";"52280";"Arsenal";"ENG"
"621";"103769";"Ramsey";"Aaron";"Ramsey";"16";"3";"WAL";1990-12-26;"23";"177";"2";"0";"52280";"Arsenal";"ENG"
"622";"33466";"Rosický";"Tomáš";"Rosický";"7";"3";"CZE";1980-10-04;"33";"178";"2";"0";"52280";"Arsenal";"ENG"
"623";"250014011";"Sanogo";"Yaya";"Sanogo";"22";"4";"FRA";1993-01-27;"21";"193";"0";"0";"52280";"Arsenal";"ENG"
"624";"72644";"Santi Cazorla";"";"Santi Cazorla";"19";"3";"ESP";1984-12-13;"29";"168";"4";"0";"52280";"Arsenal";"ENG"
"625";"108501";"Szczęsny";"Wojciech";"Szczęsny";"1";"1";"POL";1990-04-18;"24";"195";"4";"0";"52280";"Arsenal";"ENG"
"626";"250066987";"Vickers";"Josh";"Vickers";"57";"1";"ENG";1995-12-01;"18";NA;"0";"0";"52280";"Arsenal";"ENG"
"627";"93279";"Walcott";"Theo";"Walcott";"14";"4";"ENG";1989-03-16;"25";"170";"0";"0";"52280";"Arsenal";"ENG"
"628";"1901680";"Welbeck";"Danny";"Welbeck";"23";"4";"ENG";1990-11-26;"23";"185";"2";"3";"52280";"Arsenal";"ENG"
"629";"1907893";"Wilshere";"Jack";"Wilshere";"10";"3";"ENG";1992-01-01;"22";"172";"4";"0";"52280";"Arsenal";"ENG"
"630";"250063413";"Zelalem";"Gedion";"Zelalem";"35";"3";"GER";1997-01-26;"17";"180";"0";"0";"52280";"Arsenal";"ENG"
"631";"250022242";"Alex Teixeira";"";"Alex Teixeira";"29";"3";"BRA";1990-01-06;"24";"173";"2";"1";"52707";"Shakhtar Donetsk";"UKR"
"632";"250061115";"Azevedo";"Márcio";"Azevedo";"66";"2";"BRA";1986-02-05;"28";NA;"2";"0";"52707";"Shakhtar Donetsk";"UKR"
"633";"250059205";"Bernard";"";"Bernard";"10";"3";"BRA";1992-09-08;"22";"164";"1";"0";"52707";"Shakhtar Donetsk";"UKR"
"634";"250040615";"Dentinho";"";"Dentinho";"89";"3";"BRA";1989-01-19;"25";"177";"0";"0";"52707";"Shakhtar Donetsk";"UKR"
"635";"250016027";"Douglas Costa";"";"Douglas Costa";"20";"3";"BRA";1990-09-14;"24";"170";"2";"0";"52707";"Shakhtar Donetsk";"UKR"
"636";"250058300";"Fernando";"";"Fernando";"17";"3";"BRA";1992-03-03;"22";"175";"2";"0";"52707";"Shakhtar Donetsk";"UKR"
"637";"250062176";"Fred";"";"Fred";"8";"3";"BRA";1993-03-05;"21";"169";"1";"0";"52707";"Shakhtar Donetsk";"UKR"
"638";"73035";"Gladkiy";"Olexandr";"Gladkiy";"21";"4";"UKR";1987-08-24;"27";"188";"1";"0";"52707";"Shakhtar Donetsk";"UKR"
"639";"1905235";"Ilsinho";"";"Ilsinho";"77";"3";"BRA";1985-10-12;"28";"178";"1";"0";"52707";"Shakhtar Donetsk";"UKR"
"640";"250053792";"Ismaily";"";"Ismaily";"31";"2";"BRA";1990-01-11;"24";"177";"0";"0";"52707";"Shakhtar Donetsk";"UKR"
"641";"1905028";"Kanibolotskiy";"Anton";"Kanibolotskiy";"32";"1";"UKR";1988-05-16;"26";"191";"0";"0";"52707";"Shakhtar Donetsk";"UKR"
"642";"250063934";"Kryukov";"Mykyta";"Kryukov";"35";"1";"UKR";1991-04-30;"23";"188";"0";"0";"52707";"Shakhtar Donetsk";"UKR"
"643";"107955";"Kryvtsov";"Serhiy";"Kryvtsov";"38";"2";"UKR";1991-03-15;"23";"186";"0";"0";"52707";"Shakhtar Donetsk";"UKR"
"644";"71596";"Kucher";"Olexandr";"Kucher";"5";"2";"UKR";1982-10-22;"31";"184";"2";"0";"52707";"Shakhtar Donetsk";"UKR"
"645";"1904694";"Luiz Adriano";"";"Luiz Adriano";"9";"4";"BRA";1987-04-12;"27";"182";"2";"1";"52707";"Shakhtar Donetsk";"UKR"
"646";"250045024";"Marlos";"";"Marlos";"11";"3";"BRA";1988-06-07;"26";"173";"1";"0";"52707";"Shakhtar Donetsk";"UKR"
"647";"250004737";"Ordets";"Ivan";"Ordets";"18";"2";"UKR";1992-07-08;"22";NA;"0";"0";"52707";"Shakhtar Donetsk";"UKR"
"648";"67855";"Pyatov";"Andriy";"Pyatov";"30";"1";"UKR";1984-06-28;"30";"190";"2";"0";"52707";"Shakhtar Donetsk";"UKR"
"649";"250008930";"Rakitskiy";"Yaroslav";"Rakitskiy";"44";"2";"UKR";1989-08-03;"25";"180";"2";"0";"52707";"Shakhtar Donetsk";"UKR"
"650";"55031";"Shevchuk";"Vyacheslav";"Shevchuk";"13";"2";"UKR";1979-05-13;"35";"180";"0";"0";"52707";"Shakhtar Donetsk";"UKR"
"651";"48893";"Srna";"Darijo";"Srna";"33";"2";"CRO";1982-05-01;"32";"182";"2";"0";"52707";"Shakhtar Donetsk";"UKR"
"652";"1902685";"Stepanenko";"Taras";"Stepanenko";"6";"3";"UKR";1989-08-08;"25";"181";"2";"0";"52707";"Shakhtar Donetsk";"UKR"
"653";"250022354";"Taison";"";"Taison";"28";"4";"BRA";1988-01-13;"26";"172";"2";"0";"52707";"Shakhtar Donetsk";"UKR"
"654";"250062177";"Wellington Nem";"";"Wellington Nem";"7";"4";"BRA";1992-02-06;"22";NA;"0";"0";"52707";"Shakhtar Donetsk";"UKR"
"655";"250025875";"Aurier";"Serge";"Aurier";"19";"2";"CIV";1992-12-24;"21";NA;"0";"0";"52747";"Paris";"FRA"
"656";"250017727";"Bahebeck";"Jean-Christophe";"Bahebeck";"15";"4";"FRA";1993-05-01;"21";"182";"1";"0";"52747";"Paris";"FRA"
"657";"96016";"Cabaye";"Yohan";"Cabaye";"4";"3";"FRA";1986-01-14;"28";"175";"1";"0";"52747";"Paris";"FRA"
"658";"34310";"Camara";"Zoumana";"Camara";"6";"2";"FRA";1979-04-03;"35";"182";"0";"0";"52747";"Paris";"FRA"
"659";"1905813";"Cavani";"Edinson";"Cavani";"9";"4";"URU";1987-02-14;"27";"184";"2";"1";"52747";"Paris";"FRA"
"660";"106462";"Chantôme";"Clément";"Chantôme";"20";"3";"FRA";1987-09-11;"27";"180";"1";"0";"52747";"Paris";"FRA"
"661";"1900733";"David Luiz";"";"David Luiz";"32";"2";"BRA";1987-04-22;"27";"188";"2";"1";"52747";"Paris";"FRA"
"662";"250064110";"Diaw";"Mory";"Diaw";"40";"1";"FRA";1993-06-22;"21";NA;"0";"0";"52747";"Paris";"FRA"
"663";"250014002";"Digne";"Lucas";"Digne";"21";"2";"FRA";1993-07-20;"21";"178";"0";"0";"52747";"Paris";"FRA"
"664";"1901440";"Douchez";"Nicolas";"Douchez";"1";"1";"FRA";1980-04-22;"34";"186";"0";"0";"52747";"Paris";"FRA"
"665";"59217";"Ibrahimović";"Zlatan";"Ibrahimović";"10";"4";"SWE";1981-10-03;"32";"194";"1";"0";"52747";"Paris";"FRA"
"666";"250000688";"Lavezzi";"Ezequiel";"Lavezzi";"22";"4";"ARG";1985-05-03;"29";"173";"1";"0";"52747";"Paris";"FRA"
"667";"250039525";"Lucas";"";"Lucas";"7";"3";"BRA";1992-08-13;"22";"172";"2";"0";"52747";"Paris";"FRA"
"668";"250064064";"Marquinhos";"";"Marquinhos";"5";"2";"BRA";1994-05-14;"20";"183";"2";"0";"52747";"Paris";"FRA"
"669";"103546";"Matuidi";"Blaise";"Matuidi";"14";"3";"FRA";1987-04-09;"27";"175";"2";"1";"52747";"Paris";"FRA"
"670";"60805";"Maxwell";"";"Maxwell";"17";"2";"BRA";1981-08-27;"33";"177";"2";"0";"52747";"Paris";"FRA"
"671";"250015986";"Pastore";"Javier";"Pastore";"27";"3";"ARG";1989-06-20;"25";"187";"2";"0";"52747";"Paris";"FRA"
"672";"106737";"Sirigu";"Salvatore";"Sirigu";"30";"1";"ITA";1987-01-12;"27";"192";"2";"0";"52747";"Paris";"FRA"
"673";"56451";"Thiago Motta";"";"Thiago Motta";"8";"3";"ITA";1982-08-28;"32";"183";"2";"0";"52747";"Paris";"FRA"
"674";"250011954";"Thiago Silva";"";"Thiago Silva";"2";"2";"BRA";1984-09-22;"30";"183";"0";"0";"52747";"Paris";"FRA"
"675";"106762";"Van der Wiel";"Gregory";"van der Wiel";"23";"2";"NED";1988-02-03;"26";"172";"2";"0";"52747";"Paris";"FRA"
"676";"250006200";"Verratti";"Marco";"Verratti";"24";"3";"ITA";1992-11-05;"21";"165";"2";"1";"52747";"Paris";"FRA"
"677";"250021740";"Alomerović";"Zlatan";"Alomerović";"33";"1";"GER";1991-06-15;"23";"187";"0";"0";"52758";"Dortmund";"GER"
"678";"250052981";"Amini";"Mustafa";"Amini";"41";"3";"AUS";1993-04-20;"21";"173";"0";"0";"52758";"Dortmund";"GER"
"679";"250011037";"Aubameyang";"Pierre-Emerick";"Aubameyang";"17";"4";"GAB";1989-06-18;"25";"185";"2";"1";"52758";"Dortmund";"GER"
"680";"250064009";"Bandowski";"Jannick";"Bandowski";"35";"2";"GER";1994-03-30;"20";NA;"0";"0";"52758";"Dortmund";"GER"
"681";"103791";"Bender";"Sven";"Bender";"6";"3";"GER";1989-04-27;"25";"185";"2";"0";"52758";"Dortmund";"GER"
"682";"93621";"Błaszczykowski";"Jakub";"Błaszczykowski";"16";"3";"POL";1985-12-14;"28";"175";"0";"0";"52758";"Dortmund";"GER"
"683";"250063970";"Camoglu";"Burak";"Camoglu";"44";"3";"GER";1996-10-05;"17";NA;"0";"0";"52758";"Dortmund";"GER"
"684";"250028706";"Durm";"Erik";"Durm";"37";"2";"GER";1992-05-12;"22";"183";"2";"0";"52758";"Dortmund";"GER"
"685";"250055962";"Ginter";"Matthias";"Ginter";"28";"2";"GER";1994-01-19;"20";NA;"1";"0";"52758";"Dortmund";"GER"
"686";"250015937";"Grosskreutz";"Kevin";"Grosskreutz";"19";"3";"GER";1988-07-19;"26";"186";"2";"0";"52758";"Dortmund";"GER"
"687";"250005335";"Gündoğan";"İlkay";"Gündoğan";"8";"3";"GER";1990-10-24;"23";"180";"0";"0";"52758";"Dortmund";"GER"
"688";"1909034";"Hornschuh";"Marc";"Hornschuh";"3";"2";"GER";1991-03-02;"23";"188";"0";"0";"52758";"Dortmund";"GER"
"689";"106587";"Hummels";"Mats";"Hummels";"15";"2";"GER";1988-12-16;"25";"191";"1";"0";"52758";"Dortmund";"GER"
"690";"250005254";"Immobile";"Ciro";"Immobile";"9";"4";"ITA";1990-02-20;"24";NA;"2";"2";"52758";"Dortmund";"GER"
"691";"250007255";"Jojić";"Miloš";"Jojić";"14";"3";"SRB";1992-03-19;"22";"177";"1";"0";"52758";"Dortmund";"GER"
"692";"250021739";"Kagawa";"Shinji";"Kagawa";"7";"3";"JPN";1989-03-17;"25";"172";"1";"0";"52758";"Dortmund";"GER"
"693";"44033";"Kehl";"Sebastian";"Kehl";"5";"3";"GER";1980-02-13;"34";"188";"2";"0";"52758";"Dortmund";"GER"
"694";"250033043";"Kirch";"Oliver";"Kirch";"21";"3";"GER";1982-08-21;"32";"183";"0";"0";"52758";"Dortmund";"GER"
"695";"250063964";"Knystock";"Nico";"Knystock";"46";"2";"GER";1995-10-19;"18";NA;"0";"0";"52758";"Dortmund";"GER"
"696";"250021738";"Langerak";"Mitchell";"Langerak";"22";"1";"AUS";1988-08-22;"26";"192";"0";"0";"52758";"Dortmund";"GER"
"697";"98023";"Mkhitaryan";"Henrikh";"Mkhitaryan";"10";"4";"ARM";1989-01-21;"25";"178";"1";"0";"52758";"Dortmund";"GER"
"698";"97859";"Nuri Şahin";"";"Nuri Şahin";"18";"3";"TUR";1988-09-05;"26";"179";"0";"0";"52758";"Dortmund";"GER"
"699";"73874";"Papastathopoulos";"Sokratis";"Papastathopoulos";"25";"2";"GRE";1988-06-09;"26";"185";"2";"0";"52758";"Dortmund";"GER"
"700";"74029";"Piszczek";"Łukasz";"Piszczek";"26";"2";"POL";1985-06-03;"29";"184";"1";"0";"52758";"Dortmund";"GER"
"701";"250012020";"Ramos";"Adrián";"Ramos";"20";"4";"COL";1986-01-22;"28";"185";"2";"2";"52758";"Dortmund";"GER"
"702";"250011791";"Reus";"Marco";"Reus";"11";"3";"GER";1989-05-31;"25";"180";"0";"0";"52758";"Dortmund";"GER"
"703";"250003420";"Schmelzer";"Marcel";"Schmelzer";"29";"2";"GER";1988-01-22;"26";"181";"2";"0";"52758";"Dortmund";"GER"
"704";"250003411";"Subotić";"Neven";"Subotić";"4";"2";"SRB";1988-12-10;"25";"193";"2";"0";"52758";"Dortmund";"GER"
"705";"35414";"Weidenfeller";"Roman";"Weidenfeller";"1";"1";"GER";1980-08-06;"34";"188";"2";"0";"52758";"Dortmund";"GER"
"706";"57318";"Anyukov";"Aleksandr";"Anyukov";"2";"2";"RUS";1982-09-28;"32";"178";"4";"0";"52826";"Zenit";"RUS"
"707";"55067";"Arshavin";"Andrey";"Arshavin";"10";"4";"RUS";1981-05-29;"33";"173";"3";"0";"52826";"Zenit";"RUS"
"708";"250054276";"Baburin";"Egor";"Baburin";"71";"1";"RUS";1993-08-09;"21";"184";"0";"0";"52826";"Zenit";"RUS"
"709";"250062301";"Bogaev";"Dmitri";"Bogaev";"70";"4";"RUS";1994-01-24;"20";NA;"0";"0";"52826";"Zenit";"RUS"
"710";"69737";"Criscito";"Domenico";"Criscito";"4";"2";"ITA";1986-12-30;"27";"183";"6";"0";"52826";"Zenit";"RUS"
"711";"61148";"Danny";"";"Danny";"35";"3";"POR";1983-08-07;"31";"178";"6";"1";"52826";"Zenit";"RUS"
"712";"250051730";"Evseev";"Aleksei";"Evseev";"94";"3";"RUS";1994-03-30;"20";"183";"0";"0";"52826";"Zenit";"RUS"
"713";"1905337";"Fayzulin";"Viktor";"Fayzulin";"20";"3";"RUS";1986-04-22;"28";"176";"5";"0";"52826";"Zenit";"RUS"
"714";"250038975";"Garay";"Ezequiel";"Garay";"24";"2";"ARG";1986-10-10;"27";"192";"6";"0";"52826";"Zenit";"RUS"
"715";"250058766";"Gasilin";"Aleksei";"Gasilin";"48";"4";"RUS";1996-03-01;"18";NA;"0";"0";"52826";"Zenit";"RUS"
"716";"250062297";"Hodakovski";"Dmitri";"Hodakovski";"97";"3";"RUS";1995-01-14;"19";NA;"0";"0";"52826";"Zenit";"RUS"
"717";"250003325";"Hulk";"";"Hulk";"7";"4";"BRA";1986-07-25;"28";"180";"6";"3";"52826";"Zenit";"RUS"
"718";"250054403";"Ivanov";"Andrei";"Ivanov";"52";"2";"RUS";1994-09-02;"20";"179";"0";"0";"52826";"Zenit";"RUS"
"719";"69555";"Javi García";"";"Javi García";"21";"3";"ESP";1987-02-08;"27";"187";"2";"0";"52826";"Zenit";"RUS"
"720";"57316";"Kerzhakov";"Aleksandr";"Kerzhakov";"11";"4";"RUS";1982-11-27;"31";"176";"3";"1";"52826";"Zenit";"RUS"
"721";"250055122";"Khodzhaniyazov";"Dzhamaldin";"Khodzhaniyazov";"57";"2";"RUS";1996-07-18;"18";"180";"0";"0";"52826";"Zenit";"RUS"
"722";"250024500";"Kostin";"Kirill";"Kostin";"56";"2";"RUS";1994-03-25;"20";NA;"0";"0";"52826";"Zenit";"RUS"
"723";"250062298";"Kubyshkin";"Ilya";"Kubyshkin";"96";"2";"RUS";1996-01-12;"18";NA;"0";"0";"52826";"Zenit";"RUS"
"724";"250062290";"Lodygin";"Yuri";"Lodygin";"1";"1";"RUS";1990-05-26;"24";"187";"6";"0";"52826";"Zenit";"RUS"
"725";"62369";"Lombaerts";"Nicolas";"Lombaerts";"6";"2";"BEL";1985-03-20;"29";"188";"5";"0";"52826";"Zenit";"RUS"
"726";"250034990";"Luís Neto";"";"Luís Neto";"13";"2";"POR";1988-05-26;"26";"187";"1";"0";"52826";"Zenit";"RUS"
"727";"34521";"Malafeev";"Vyacheslav";"Malafeev";"16";"1";"RUS";1979-03-04;"35";"185";"0";"0";"52826";"Zenit";"RUS"
"728";"250054281";"Mogilevets";"Pavel";"Mogilevets";"8";"3";"RUS";1993-01-25;"21";NA;"1";"0";"52826";"Zenit";"RUS"
"729";"250062289";"Mzhelski";"Mikhail";"Mzhelski";"80";"1";"RUS";1995-03-29;"19";NA;"0";"0";"52826";"Zenit";"RUS"
"730";"250066997";"Nazimov";"Pavel";"Nazimov";"43";"4";"RUS";1996-02-04;"18";NA;"0";"0";"52826";"Zenit";"RUS"
"731";"250062292";"Obukhov";"Igor";"Obukhov";"83";"1";"RUS";1996-05-29;"18";NA;"0";"0";"52826";"Zenit";"RUS"
"732";"250062293";"Osipov";"Pavel";"Osipov";"73";"3";"RUS";1996-01-28;"18";NA;"0";"0";"52826";"Zenit";"RUS"
"733";"250042597";"Rebenko";"Stepan";"Rebenko";"62";"2";"RUS";1995-05-01;"19";NA;"0";"0";"52826";"Zenit";"RUS"
"734";"1906511";"Rodić";"Milan";"Rodić";"33";"2";"SRB";1991-04-02;"23";NA;"0";"0";"52826";"Zenit";"RUS"
"735";"250025401";"Rondón";"José";"Rondón";"23";"4";"VEN";1989-09-16;"25";"186";"6";"2";"52826";"Zenit";"RUS"
"736";"250062299";"Rudakov";"Maksim";"Rudakov";"51";"1";"RUS";1996-01-22;"18";NA;"0";"0";"52826";"Zenit";"RUS"
"737";"69617";"Ryazantsev";"Aleksandr";"Ryazantsev";"5";"3";"RUS";1986-09-05;"28";"176";"2";"0";"52826";"Zenit";"RUS"
"738";"250062295";"Serenkov";"Evgeni";"Serenkov";"60";"3";"RUS";1994-08-24;"20";NA;"0";"0";"52826";"Zenit";"RUS"
"739";"250008904";"Shatov";"Oleg";"Shatov";"17";"3";"RUS";1990-07-29;"24";"173";"6";"1";"52826";"Zenit";"RUS"
"740";"250062291";"Simonyan";"Artem";"Simonyan";"75";"2";"RUS";1995-02-20;"19";NA;"0";"0";"52826";"Zenit";"RUS"
"741";"108017";"Smolnikov";"Igor";"Smolnikov";"19";"2";"RUS";1988-08-08;"26";"178";"6";"0";"52826";"Zenit";"RUS"
"742";"250053311";"Solovyev";"Ivan";"Solovyev";"99";"3";"RUS";1993-03-29;"21";"168";"2";"0";"52826";"Zenit";"RUS"
"743";"250055609";"Tsvetkov";"Anton";"Tsvetkov";"61";"1";"RUS";1994-01-15;"20";NA;"0";"0";"52826";"Zenit";"RUS"
"744";"34629";"Tymoshchuk";"Anatoliy";"Tymoshchuk";"44";"3";"UKR";1979-03-30;"35";"181";"4";"0";"52826";"Zenit";"RUS"
"745";"250046941";"Vasyutin";"Aleksandr";"Vasyutin";"95";"1";"RUS";1995-03-04;"19";NA;"0";"0";"52826";"Zenit";"RUS"
"746";"103335";"Witsel";"Axel";"Witsel";"28";"3";"BEL";1989-01-12;"25";"183";"3";"1";"52826";"Zenit";"RUS"
"747";"250042599";"Yaschuk";"Danila";"Yaschuk";"65";"3";"RUS";1995-03-13;"19";"181";"0";"0";"52826";"Zenit";"RUS"
"748";"250062300";"Zhalobkov";"Stepan";"Zhalobkov";"72";"2";"RUS";1994-04-02;"20";NA;"0";"0";"52826";"Zenit";"RUS"
"749";"250054284";"Zinkov";"Vyacheslav";"Zinkov";"68";"3";"RUS";1993-05-26;"21";"185";"0";"0";"52826";"Zenit";"RUS"
"750";"250027062";"Zuev";"Ilya";"Zuev";"58";"2";"RUS";1994-01-25;"20";"183";"0";"0";"52826";"Zenit";"RUS"
"751";"103827";"Azpilicueta";"César";"Azpilicueta";"28";"2";"ESP";1989-08-28;"25";"178";"0";"0";"52914";"Chelsea";"ENG"
"752";"250042692";"Baker";"Lewis";"Baker";"34";"4";"ENG";1995-04-25;"19";NA;"0";"0";"52914";"Chelsea";"ENG"
"753";"250066866";"Boga";"Jeremie";"Boga";"32";"4";"FRA";1997-01-03;"17";NA;"0";"0";"52914";"Chelsea";"ENG"
"754";"1902472";"Cahill";"Gary";"Cahill";"24";"2";"ENG";1985-12-19;"28";"188";"2";"0";"52914";"Chelsea";"ENG"
"755";"49029";"Čech";"Petr";"Čech";"1";"1";"CZE";1982-05-20;"32";"197";"0";"0";"52914";"Chelsea";"ENG"
"756";"250041718";"Christensen";"Andreas";"Christensen";"31";"2";"DEN";1996-04-10;"18";NA;"0";"0";"52914";"Chelsea";"ENG"
"757";"250011668";"Courtois";"Thibaut";"Courtois";"13";"1";"BEL";1992-05-11;"22";"199";"2";"0";"52914";"Chelsea";"ENG"
"758";"1900730";"Diego Costa";"";"Diego Costa";"19";"4";"ESP";1988-10-07;"25";"188";"2";"0";"52914";"Chelsea";"ENG"
"759";"70482";"Drogba";"Didier";"Drogba";"11";"4";"CIV";1978-03-11;"36";"189";"1";"0";"52914";"Chelsea";"ENG"
"760";"70072";"Fàbregas";"Cesc";"Fàbregas";"4";"3";"ESP";1987-05-04;"27";"175";"2";"1";"52914";"Chelsea";"ENG"
"761";"95813";"Filipe Luís";"";"Filipe Luís";"3";"2";"BRA";1985-08-09;"29";"188";"2";"0";"52914";"Chelsea";"ENG"
"762";"1902160";"E. Hazard";"Eden";"Hazard";"10";"3";"BEL";1991-01-07;"23";"170";"2";"0";"52914";"Chelsea";"ENG"
"763";"93629";"Ivanović";"Branislav";"Ivanović";"2";"2";"SRB";1984-02-22;"30";"188";"2";"0";"52914";"Chelsea";"ENG"
